bedrooms,bathrooms,area,lot_size,floors,year_built,garage,fireplace,renovated,neighborhood,distance_city,price
4,4.5,2995,3622.0,2,1978,1,1,0,1,0.99,860121.0
2,2.0,1479,5547.0,2,1960,1,0,0,0,13.56,462987.0
1,2.0,1875,3832.0,2,2010,1,0,0,0,19.59,404218.0
4,5.0,3199,1518.0,1,1998,1,1,0,1,4.82,967131.0
4,4.0,3297,2185.0,1,1905,0,1,0,1,9.53,810511.0
3,4.0,3137,2541.0,1,1990,0,0,0,1,9.64,895542.0
4,5.0,2850,2468.0,1,1949,1,0,0,0,9.11,765656.0
5,5.0,3574,6665.0,1,1908,1,1,0,1,10.67,931263.0
3,4.0,2907,2550.0,2,2010,1,0,0,1,11.83,856542.0
4,4.0,3726,3257.0,2,1990,1,0,0,1,3.41,1015032.0
4,4.0,2819,3336.0,1,2015,1,0,1,0,18.42,762930.0
3,3.0,2438,7426.0,1,2020,1,0,1,1,4.21,907110.0
3,3.0,2503,1702.0,1,1989,1,0,0,1,7.27,636758.0
4,4.0,3639,1811.0,1,1966,1,0,0,1,7.42,1043045.0
4,4.0,3639,1955.0,1,2022,1,1,1,1,6.08,1101967.0
4,4.0,2736,8269.0,2,2006,1,0,0,0,17.93,745062.0
4,4.0,2801,3848.0,1,2011,0,0,0,0,8.26,778369.0
4,4.5,2371,6838.0,2,1931,1,0,0,0,17.68,635452.0
3,3.0,1656,3435.0,2,2018,1,1,1,1,3.29,727550.0
4,4.5,3480,1865.0,3,2018,1,1,1,0,16.31,823322.0
4,4.5,3182,1900.0,1,1978,1,0,0,0,16.85,758347.0
3,3.0,2593,6752.0,2,2022,1,1,1,1,10.55,837931.0
4,4.5,3250,8442.0,1,2020,1,1,1,0,12.38,975852.0
2,2.5,1502,19935.0,2,1934,1,1,0,1,1.65,613418.0
2,2.0,1982,2133.0,2,1939,0,1,1,1,6.97,606478.0
4,4.5,3079,1985.0,1,1976,1,0,1,1,3.87,919288.0
5,5.0,3715,3692.0,1,1961,0,1,0,1,7.07,1042274.0
3,3.0,2351,1522.0,1,1959,1,0,0,0,22.39,569679.0
3,3.5,2129,1610.0,2,1961,1,0,0,1,10.51,613030.0
3,4.0,2239,3823.0,1,1955,1,0,0,1,1.67,706193.0
3,3.0,2105,2836.0,1,1937,1,0,1,1,5.05,714282.0
3,3.5,1953,4220.0,2,1975,1,1,1,0,15.02,651454.0
6,5.0,3634,3544.0,2,1962,1,1,0,0,23.72,922018.0
3,3.5,2668,2283.0,1,1990,1,1,0,1,10.69,791828.0
5,5.0,3698,2563.0,2,1958,1,0,0,1,3.64,1009979.0
4,5.0,3023,2589.0,3,2005,1,1,0,0,22.82,681055.0
3,3.5,2292,3465.0,1,1903,1,1,0,1,3.21,769751.0
5,5.0,4050,2232.0,2,2021,1,1,1,0,23.8,962618.0
2,2.0,1005,1948.0,2,1974,1,0,0,1,10.05,391933.0
5,5.0,3074,5041.0,1,1981,0,0,0,0,27.09,678456.0
3,3.0,2198,3361.0,2,2007,1,0,0,1,6.37,651987.0
4,4.0,2827,2118.0,1,1931,1,1,0,0,5.61,743354.0
4,4.0,3201,8513.0,2,2017,1,0,1,0,20.82,849435.0
5,5.0,3380,3139.0,1,1990,1,0,0,0,14.19,824913.0
3,3.0,1862,5284.0,1,2019,1,1,1,1,13.47,608512.0
4,4.0,2630,3442.0,1,2020,1,1,1,0,15.49,806472.0
3,3.5,2166,3506.0,1,1964,1,0,0,0,8.87,638169.0
3,3.0,1921,4374.0,2,1972,0,1,0,1,9.91,604962.0
5,5.0,3425,1952.0,2,2018,1,1,1,1,11.11,924072.0
4,4.0,3073,4752.0,1,1914,0,1,0,0,18.53,822339.0
6,5.0,4062,2128.0,2,1953,1,0,0,1,2.37,1044075.0
4,4.0,3082,2564.0,2,1958,1,1,0,0,22.92,851880.0
5,5.0,3835,2340.0,2,1973,1,0,0,1,9.13,1089718.0
3,3.5,2256,5576.0,2,1963,1,0,0,1,5.93,646113.0
3,4.0,2133,6032.0,1,2020,0,0,1,1,2.9,743767.0
2,2.0,1322,2060.0,2,2008,1,1,0,0,19.7,328799.0
3,4.0,2476,5102.0,1,2016,1,0,1,1,9.1,770006.0
2,2.0,1014,2346.0,1,1974,1,1,0,0,15.85,407782.0
5,5.0,3523,1532.0,2,2020,1,0,1,1,6.48,1063413.0
2,3.0,1254,3112.0,1,1941,1,1,0,1,6.36,502396.0
4,5.0,3342,2459.0,2,1989,1,1,0,1,7.83,1027129.0
4,4.0,2624,2489.0,2,1947,1,1,0,1,6.36,757368.0
4,4.0,3233,3340.0,2,1956,0,0,1,1,2.41,946035.0
3,4.0,2203,1866.0,2,1948,1,0,0,0,19.47,603723.0
5,5.0,3197,5223.0,2,1983,1,1,0,0,15.66,846295.0
3,3.0,2450,2375.0,2,1946,1,1,0,1,12.7,772129.0
4,4.5,3006,5049.0,1,1928,1,0,0,0,8.9,769084.0
6,5.0,4487,2615.0,3,1944,1,0,0,1,9.54,1221631.0
4,5.0,3285,7845.0,2,2023,1,1,1,1,8.87,998363.0
3,4.0,2884,6225.0,1,2003,0,0,0,0,17.51,698972.0
2,3.0,1507,4415.0,2,1998,0,1,0,0,18.15,394174.0
5,5.0,3541,3001.0,1,1963,1,0,0,1,9.9,999224.0
5,5.0,3525,1792.0,1,1972,1,0,0,0,10.47,888435.0
5,5.0,3523,1507.0,2,1965,1,1,0,1,10.41,1064676.0
3,3.5,1979,5177.0,2,2012,1,0,0,1,3.05,739041.0
3,3.5,2358,3142.0,2,1936,0,0,0,1,7.88,678121.0
3,3.0,1746,1655.0,1,2018,1,0,1,1,1.81,531190.0
3,3.0,2511,1967.0,1,1980,1,1,0,0,16.82,631193.0
5,5.0,3934,1850.0,2,1952,1,0,0,0,24.61,1051322.0
2,2.0,1183,3872.0,2,1978,1,0,0,1,2.52,448033.0
3,3.0,2582,1716.0,1,1983,1,1,0,0,9.52,664688.0
3,3.5,2213,1950.0,2,1904,1,1,0,1,7.13,761765.0
4,4.5,3309,2359.0,1,1971,1,0,0,1,10.11,965891.0
4,4.5,3362,3292.0,1,2006,1,1,1,0,18.17,884713.0
5,5.0,4103,9045.0,1,1991,1,0,0,1,4.06,1194504.0
2,2.0,1536,2184.0,2,1976,1,0,0,1,8.23,475038.0
3,3.0,1597,1650.0,1,1974,1,1,0,0,18.48,437331.0
1,1.5,810,4036.0,1,2013,1,1,0,1,6.23,454219.0
4,4.0,2865,2212.0,1,1981,1,1,0,1,6.87,788210.0
2,2.5,1961,2544.0,2,1942,1,0,0,0,11.98,490366.0
5,5.0,3348,10384.0,1,2021,1,1,1,1,3.2,1073820.0
1,1.5,740,4954.0,2,1909,0,1,0,1,11.82,327937.0
4,4.0,2842,3085.0,2,1931,1,0,1,1,9.27,836095.0
4,4.0,2562,3182.0,2,2023,1,0,1,0,20.82,720115.0
2,2.0,1847,2490.0,1,2007,1,1,1,0,12.52,484689.0
3,3.0,2110,4097.0,1,2020,0,0,1,0,19.74,437328.0
2,2.0,1444,3908.0,2,1997,1,1,0,1,1.16,626517.0
4,5.0,3350,4503.0,1,1952,1,0,0,1,5.15,963419.0
4,4.5,3413,2299.0,1,1966,1,1,0,0,12.36,864980.0
3,4.0,2851,2129.0,2,1941,0,1,0,0,11.21,741844.0
4,5.0,2695,3979.0,1,1901,1,1,0,0,26.58,745566.0
3,3.0,2438,2785.0,1,2003,1,0,0,1,3.75,823139.0
3,3.0,2544,3314.0,1,1995,0,0,0,1,5.58,705851.0
2,2.5,1653,3979.0,2,1975,0,0,0,1,9.63,513665.0
5,5.0,3620,2163.0,2,2022,1,1,1,0,21.85,963767.0
3,3.0,2544,4696.0,1,1921,0,0,0,1,12.56,711309.0
5,5.0,3838,3219.0,2,1950,0,1,0,0,16.81,925273.0
4,4.0,3039,2074.0,2,2004,0,1,0,1,2.64,946439.0
3,3.0,2652,2359.0,2,1976,1,1,0,0,17.18,682983.0
4,5.0,2846,4773.0,2,2021,1,1,1,0,12.34,789758.0
3,3.0,2303,4316.0,2,2015,0,0,1,1,10.37,773125.0
4,4.5,2508,1803.0,2,1971,1,0,0,1,9.91,720554.0
4,4.0,3461,1946.0,2,1930,1,1,0,1,5.91,976953.0
3,3.0,1505,3024.0,1,1955,1,0,0,1,12.98,473261.0
3,3.5,2002,1808.0,2,2013,1,0,0,1,3.79,610380.0
2,2.5,1387,1638.0,1,2004,1,0,0,1,9.45,439396.0
3,3.5,2285,6132.0,2,2023,1,1,1,1,0.74,810052.0
4,4.5,2961,2209.0,1,1960,0,0,0,1,7.68,825827.0
3,3.0,2096,1958.0,2,1989,1,1,0,1,4.47,672373.0
5,5.0,3757,2849.0,2,1958,1,0,0,0,23.04,870864.0
4,5.0,3166,1938.0,1,2023,0,1,1,1,3.07,966074.0
5,5.0,3724,12904.0,2,1953,1,1,1,1,2.17,1205218.0
4,5.0,3184,3366.0,1,1986,0,1,0,1,5.7,948112.0
5,5.0,3986,3896.0,1,2016,1,0,1,1,2.64,1124200.0
3,3.5,2575,2085.0,1,1929,1,1,0,0,9.2,668003.0
3,3.0,2378,3075.0,2,1962,1,0,0,0,13.77,640150.0
4,4.0,3684,7829.0,1,1936,1,0,0,0,19.94,1065772.0
3,3.0,2383,4646.0,2,1918,1,0,0,0,21.74,702877.0
4,4.0,2807,9187.0,1,1936,0,0,0,0,15.82,852832.0
2,2.0,2033,2181.0,2,1985,1,0,0,1,4.15,558293.0
4,4.0,2340,2837.0,2,1979,0,1,0,1,9.85,719928.0
1,2.0,948,9776.0,1,1982,1,0,0,1,3.85,548772.0
4,4.5,2610,3200.0,2,1918,1,1,0,1,3.8,741643.0
3,3.0,2474,2608.0,1,1977,1,1,0,0,12.09,674623.0
3,4.0,1922,3902.0,1,1934,1,0,0,1,8.82,552929.0
3,3.0,3069,6923.0,1,1933,1,0,1,1,5.9,949122.0
4,4.0,2808,1877.0,1,2012,1,0,0,1,2.61,766255.0
4,4.0,2439,2390.0,2,1997,1,1,0,1,3.59,819396.0
6,5.0,3707,1987.0,2,1983,1,0,0,0,16.63,1015363.0
3,3.5,2704,2517.0,2,2018,1,1,1,1,8.9,817721.0
3,3.5,2406,4755.0,1,1945,0,1,0,1,10.65,675057.0
3,3.5,2608,3129.0,1,1996,0,0,0,1,12.67,768733.0
3,3.5,2417,2001.0,1,1997,0,0,1,1,6.31,668620.0
3,3.0,1949,3221.0,2,1971,1,0,0,1,12.31,552914.0
2,2.5,2046,2515.0,2,2021,1,0,1,1,2.62,602984.0
2,2.0,1900,6707.0,2,1943,1,1,0,1,6.65,703749.0
6,5.0,3689,2377.0,1,2019,1,0,1,0,25.16,931042.0
6,5.0,4271,6670.0,2,1998,1,0,0,1,2.12,1235844.0
4,4.0,2578,2083.0,1,1999,1,0,1,1,3.59,800330.0
3,3.0,1518,4326.0,2,2022,0,1,1,0,16.24,483905.0
4,4.5,3022,6179.0,1,1981,0,1,0,0,19.15,843827.0
3,3.0,2965,3634.0,1,2023,1,1,1,0,15.76,742328.0
3,3.0,1965,2491.0,1,1937,1,1,0,0,14.39,617150.0
3,3.0,2064,1980.0,2,1941,1,0,0,0,18.6,546960.0
4,4.0,3198,2976.0,2,2021,1,1,1,1,8.48,979357.0
4,4.5,3420,3959.0,2,1940,1,1,0,1,2.44,972497.0
2,2.5,1575,2062.0,1,1921,0,1,0,0,18.03,375420.0
5,5.0,3974,5105.0,2,2020,1,0,1,1,5.07,1109842.0
2,2.0,1819,1868.0,1,1926,1,1,1,1,11.75,556155.0
4,5.0,3356,1680.0,1,1984,0,0,0,1,4.27,908004.0
5,5.0,4012,2487.0,2,1902,0,1,1,1,7.93,1061716.0
5,5.0,2990,1876.0,1,1960,1,1,0,1,5.38,1000354.0
4,4.5,3475,2176.0,2,2018,0,0,1,1,7.3,949174.0
3,4.0,2502,2530.0,1,2007,1,0,0,1,7.13,720459.0
2,2.0,1621,2590.0,2,2021,1,1,1,0,23.65,425903.0
3,3.5,1200,2109.0,1,1980,1,0,0,0,21.21,402157.0
3,3.0,2325,4335.0,1,1994,1,1,0,1,8.37,747556.0
1,2.0,887,6158.0,1,1963,1,0,0,1,4.26,395521.0
5,5.0,3353,2815.0,1,2010,0,0,0,0,17.06,867571.0
4,4.5,2808,6123.0,1,2019,1,0,1,0,10.24,756552.0
4,4.5,2994,6428.0,1,1943,1,1,0,0,19.95,795876.0
5,5.0,3649,4231.0,1,2015,1,1,1,1,4.21,1097600.0
3,3.0,1545,2925.0,1,1974,1,0,0,1,12.7,501107.0
4,4.0,2477,4804.0,1,2018,1,0,1,1,11.05,883068.0
4,4.5,2400,4037.0,1,2009,0,1,0,1,3.49,763314.0
4,4.0,2739,4081.0,1,1985,0,0,0,1,3.19,746122.0
4,4.5,3824,7702.0,1,1968,0,1,0,1,9.94,1143986.0
5,5.0,3834,4526.0,1,1981,1,1,0,0,13.84,945660.0
3,3.5,2682,6327.0,1,1921,1,0,0,0,14.1,767024.0
6,5.0,4590,4970.0,1,1985,0,1,0,0,12.58,1196169.0
2,2.0,1579,1542.0,2,1977,0,0,0,1,5.0,586213.0
4,5.0,3276,5142.0,2,1987,1,0,0,0,13.68,967456.0
4,4.0,1715,3548.0,1,1971,0,1,0,1,10.41,642412.0
5,5.0,3548,2032.0,1,1955,1,1,0,0,17.51,854466.0
3,3.0,2366,3334.0,2,1939,1,0,0,1,6.5,778563.0
3,3.0,2212,4306.0,1,1975,0,0,0,0,23.75,529746.0
4,4.0,2731,2656.0,1,1948,1,0,0,1,2.97,754383.0
1,1.5,600,2123.0,1,2021,1,1,1,1,2.07,381869.0
4,4.0,3723,4564.0,2,1992,1,0,0,1,4.69,1049508.0
4,5.0,3168,1573.0,1,1979,1,1,0,0,25.49,698218.0
3,3.0,2745,1987.0,2,2016,1,0,1,1,8.34,813891.0
4,4.0,3091,9211.0,1,1948,0,0,1,1,9.65,928147.0
3,3.5,2908,2166.0,2,1949,1,0,0,1,3.24,836946.0
3,3.5,2619,3021.0,1,1927,1,0,0,1,8.66,838936.0
4,4.0,3263,3543.0,3,2013,0,0,0,1,10.56,885464.0
1,1.0,600,2145.0,1,1986,1,1,0,1,2.85,368780.0
4,4.0,3516,2898.0,2,1970,1,0,0,1,9.69,995700.0
3,3.0,2071,4823.0,2,1953,1,1,0,1,10.99,613322.0
4,4.5,3077,4723.0,1,1982,0,0,1,0,8.24,778262.0
3,3.5,1933,6214.0,2,1911,0,0,0,1,2.32,617133.0
4,4.5,2738,6132.0,2,2002,1,1,0,0,14.03,773049.0
6,5.0,4378,1726.0,1,2016,0,0,1,1,2.97,1194233.0
5,5.0,3980,4882.0,2,2001,1,0,0,0,12.07,1083514.0
4,4.0,3380,10373.0,1,1996,1,0,0,1,9.01,993778.0
5,5.0,3814,3374.0,1,1916,0,1,0,0,16.87,852938.0
3,3.5,2295,1939.0,2,1980,1,1,0,1,3.3,653214.0
4,4.0,2229,3500.0,2,1975,1,0,0,1,5.13,734281.0
4,4.5,3770,1576.0,1,1954,1,1,0,1,2.07,1032178.0
5,5.0,3909,1955.0,2,1935,1,1,0,1,10.35,990770.0
3,3.0,1946,2187.0,2,2018,1,1,1,1,5.3,655751.0
4,4.5,3249,2727.0,1,2013,1,1,0,1,9.12,936498.0
3,3.5,1895,4071.0,1,1961,1,0,0,0,14.97,506962.0
4,4.0,3039,1712.0,2,1912,1,1,0,1,10.15,899703.0
5,5.0,2947,2150.0,1,1957,1,1,0,0,11.85,768236.0
3,4.0,2321,2009.0,2,1968,1,1,0,1,12.21,758009.0
5,5.0,3695,2861.0,1,1992,1,0,0,1,3.89,990798.0
3,3.0,1976,6747.0,1,2019,1,1,1,0,11.83,604221.0
4,4.0,3572,5125.0,2,1943,1,1,1,1,11.58,997670.0
4,4.0,2580,4753.0,2,1919,1,1,0,0,16.93,736990.0
4,4.5,2727,1518.0,2,1926,1,0,0,1,2.77,788187.0
3,3.0,1998,3501.0,2,1926,0,0,0,1,6.79,629155.0
3,4.0,2359,6719.0,1,1999,1,0,0,1,6.09,711583.0
3,3.0,2467,4427.0,2,1981,1,1,0,1,5.29,702406.0
4,4.5,2961,1777.0,3,1959,1,1,0,0,16.21,742591.0
4,5.0,3979,9209.0,1,1936,0,1,0,0,16.21,1043983.0
5,5.0,3936,1838.0,1,1945,1,1,0,1,10.23,1026291.0
2,2.0,2042,2431.0,2,1905,1,0,0,1,11.54,568254.0
4,5.0,4048,2768.0,1,1996,1,1,0,1,7.37,1208869.0
4,4.0,3185,1931.0,2,1954,0,0,0,1,3.0,902843.0
3,3.0,2261,3809.0,1,1942,1,1,0,1,6.83,749923.0
3,4.0,2162,8021.0,2,2008,1,0,0,0,13.36,733236.0
3,3.0,1912,5991.0,1,1970,1,1,0,0,16.42,565628.0
3,3.0,2302,13270.0,1,1912,0,1,0,0,14.75,701351.0
4,4.0,3375,4730.0,2,1992,0,0,0,0,10.37,820086.0
2,2.5,1741,2913.0,1,2005,1,1,0,1,3.83,631894.0
4,4.0,2589,1811.0,1,2010,1,0,0,1,11.21,766046.0
4,4.0,2315,4243.0,1,1962,1,1,0,1,3.53,765628.0
4,4.5,2512,1878.0,2,1958,1,0,0,0,7.51,667163.0
1,2.0,600,3337.0,3,2023,1,1,1,1,7.93,423719.0
2,3.0,995,2106.0,2,2001,1,0,0,1,2.6,424365.0
4,4.0,3176,1759.0,1,1972,0,1,0,1,4.77,885205.0
3,3.0,2986,2022.0,1,1944,1,1,0,0,10.99,849351.0
3,3.5,2418,2472.0,2,1979,0,0,0,1,3.62,718418.0
4,5.0,3318,1831.0,2,1903,0,0,0,1,9.52,856003.0
3,4.0,1492,6758.0,2,2016,1,1,1,1,2.21,704506.0
3,4.0,2069,4130.0,1,2009,1,0,0,0,17.31,594804.0
3,3.0,2463,2376.0,1,1980,1,1,0,0,9.96,782972.0
4,4.0,2771,2240.0,1,1924,0,0,0,1,9.37,788602.0
2,3.0,1543,1917.0,1,1976,1,1,0,1,11.1,522058.0
1,2.0,1668,2970.0,2,1974,1,1,0,0,17.33,483395.0
4,4.5,2786,4537.0,2,2002,1,1,0,0,13.16,716337.0
4,5.0,3716,5740.0,1,2000,1,0,0,0,18.21,991831.0
3,3.5,2184,11427.0,1,1939,0,0,0,1,10.12,667256.0
4,4.0,3607,2802.0,2,1938,1,1,0,1,3.11,1026119.0
4,4.5,3416,8162.0,1,1986,1,0,0,1,6.54,1003212.0
2,2.5,1360,2199.0,3,1961,1,0,0,1,5.73,506545.0
3,3.0,2000,11363.0,2,1994,0,0,0,1,3.87,719547.0
4,4.0,3508,2951.0,1,1989,1,1,0,1,4.41,996794.0
2,2.5,1507,1887.0,1,2009,1,0,0,0,11.39,417638.0
4,4.0,3540,6391.0,2,1990,1,1,0,0,8.98,976554.0
3,4.0,2743,14575.0,1,1999,1,0,0,1,7.33,919342.0
3,3.5,2169,1646.0,2,1931,0,0,0,1,2.16,665371.0
2,2.5,1646,7002.0,1,1907,1,0,0,1,8.73,512245.0
3,3.0,2422,3993.0,1,2009,1,0,0,0,17.08,680734.0
4,5.0,4411,2587.0,1,1939,1,0,0,0,19.59,1080882.0
4,4.5,3300,2926.0,2,1987,1,0,0,1,2.6,934462.0
6,5.0,4105,2492.0,3,1965,0,1,1,1,2.58,1141691.0
2,2.5,2839,2461.0,1,1986,0,1,0,1,3.58,833544.0
3,3.5,2807,3411.0,1,1958,0,0,0,0,18.73,725300.0
6,5.0,4120,3371.0,1,1957,1,0,0,1,1.4,1198597.0
3,3.5,2226,3531.0,2,2014,0,0,0,0,7.71,542047.0
4,4.5,3081,2418.0,2,1995,1,1,0,0,14.64,906707.0
5,5.0,3604,11203.0,1,1963,1,1,0,1,7.79,1174607.0
3,4.0,3198,3089.0,1,2010,1,0,0,1,9.89,912090.0
4,4.5,2693,2561.0,1,2006,1,0,0,0,18.35,728167.0
5,5.0,3553,1903.0,2,1993,1,1,0,0,26.36,936934.0
4,4.0,2671,5074.0,3,1989,1,1,0,1,6.78,808984.0
3,3.5,2188,9730.0,1,2014,1,0,0,1,2.84,818863.0
3,3.0,2355,6436.0,1,1992,0,0,0,1,9.58,764667.0
4,5.0,2663,3202.0,1,1929,1,0,0,1,3.99,829360.0
1,1.5,639,4503.0,1,1927,1,1,0,1,7.13,263597.0
3,3.0,2478,2436.0,1,2007,1,0,0,1,9.91,790311.0
3,3.0,2236,1826.0,2,1905,0,0,0,1,6.37,630872.0
3,3.0,2145,5729.0,2,2006,0,1,0,0,13.98,668248.0
3,3.0,2696,4807.0,2,1953,1,1,0,1,6.13,833945.0
5,5.0,3785,1767.0,2,1970,1,1,0,1,7.42,1137456.0
5,5.0,3498,5083.0,3,1977,0,1,0,1,2.03,1021589.0
4,4.5,3343,3129.0,1,1931,0,1,0,1,10.75,939530.0
3,3.0,2794,1939.0,1,1905,1,0,0,0,9.22,720837.0
4,4.0,2465,1997.0,2,1955,0,1,0,1,8.33,806130.0
5,5.0,3391,3126.0,1,1993,1,0,0,0,17.49,882016.0
3,3.0,2091,3784.0,1,1954,1,0,1,0,16.26,501277.0
6,5.0,3349,4909.0,2,1986,1,1,0,0,17.77,806808.0
4,4.0,3624,6050.0,1,1980,1,0,0,1,5.06,1099198.0
3,4.0,3047,1697.0,1,1991,1,1,0,0,22.21,687205.0
2,2.0,1810,4331.0,3,2011,1,1,0,0,19.48,560136.0
4,4.0,1978,1862.0,1,1937,0,1,0,1,6.95,660268.0
3,3.0,2249,2554.0,1,1973,1,1,0,0,14.77,538326.0
3,3.5,3201,4209.0,1,1967,0,0,0,0,17.87,812353.0
5,5.0,3917,1942.0,2,2019,1,1,1,1,8.17,1097300.0
3,4.0,2758,2173.0,2,1945,1,1,0,0,13.93,715896.0
4,4.0,2232,3190.0,1,1981,1,0,0,0,8.4,643380.0
4,4.0,2369,1631.0,3,1963,1,0,0,1,11.72,711476.0
6,5.0,4555,3785.0,2,1986,1,0,0,1,1.96,1174330.0
5,5.0,3737,5113.0,1,1992,0,1,0,0,11.3,961701.0
4,4.0,2232,12725.0,2,1994,1,0,1,0,11.12,742387.0
3,3.0,2733,3398.0,1,1938,1,0,0,1,11.39,828567.0
3,3.5,1994,1933.0,2,1992,0,0,0,1,1.27,681627.0
3,3.5,2824,1813.0,2,2000,1,0,1,1,2.76,844499.0
4,5.0,3387,7375.0,3,2003,0,0,0,1,2.24,913693.0
5,5.0,4323,2135.0,2,2021,1,1,1,0,10.08,1018884.0
3,3.0,2244,2159.0,1,1975,1,1,1,1,13.06,635360.0
4,4.0,2912,2849.0,2,1953,1,0,0,1,1.96,826691.0
4,4.0,2717,8272.0,1,2009,1,1,0,1,12.37,774841.0
2,3.0,2000,5876.0,1,2016,0,1,1,1,8.26,721085.0
4,4.5,3484,3696.0,1,1960,1,0,0,1,12.26,879050.0
4,4.5,3160,4596.0,2,2014,0,0,0,1,6.73,909093.0
3,3.0,1778,7333.0,1,1964,1,1,0,1,14.09,563724.0
3,3.0,1922,3644.0,2,1976,1,0,1,0,16.17,630059.0
3,3.0,2076,2106.0,1,1936,1,1,0,0,10.29,625903.0
6,5.0,4278,3615.0,1,1972,1,0,0,1,11.55,1155376.0
3,3.0,2660,3996.0,2,1957,1,1,1,0,19.85,705138.0
4,4.5,3134,1940.0,1,2002,1,1,0,0,14.98,836944.0
3,3.0,3349,2965.0,2,1901,1,0,1,1,8.65,974488.0
3,4.0,1520,2144.0,2,1985,1,1,0,1,10.3,580015.0
5,5.0,4434,1773.0,2,2010,0,0,0,0,13.17,1052923.0
3,3.0,1629,1619.0,1,1966,1,1,0,1,3.17,548718.0
5,5.0,4091,5579.0,1,1955,1,1,0,1,4.43,1137189.0
1,1.5,1422,2791.0,1,1986,0,0,0,1,2.51,523217.0
4,4.5,3278,2310.0,2,1945,1,0,0,1,13.75,904673.0
3,4.0,2943,6642.0,2,2019,0,0,1,0,20.71,832612.0
5,5.0,4262,6327.0,1,1964,0,1,0,0,17.95,1123720.0
2,2.5,1257,1503.0,2,1923,1,0,0,0,19.95,337483.0
2,2.0,1992,1580.0,2,2005,1,0,0,0,16.32,513617.0
3,3.5,1944,1852.0,2,1991,1,1,0,1,11.84,630821.0
5,5.0,3998,4271.0,2,2014,1,0,1,1,4.68,1154903.0
4,4.5,3293,2711.0,1,2014,1,0,0,1,2.2,975658.0
2,2.0,1729,3128.0,2,1965,1,0,0,0,11.77,527059.0
5,5.0,3495,2433.0,2,2014,1,0,0,1,8.04,971120.0
5,5.0,3935,4892.0,1,1965,0,0,0,0,17.97,1094014.0
5,5.0,3973,2018.0,1,2020,1,0,1,1,4.32,957607.0
3,3.0,2357,2126.0,2,1962,1,0,0,0,15.62,665130.0
4,5.0,3040,6667.0,1,1927,1,0,0,1,3.48,935304.0
5,5.0,3931,9110.0,1,1918,0,1,0,1,7.39,1170177.0
4,5.0,2628,4195.0,1,1924,1,1,1,1,3.85,862748.0
3,3.5,2842,3881.0,2,2002,1,1,0,1,2.48,879910.0
4,5.0,2940,8645.0,1,1976,1,1,0,0,17.71,933752.0
3,3.0,1943,9731.0,1,2021,0,0,1,0,14.62,596010.0
4,5.0,2571,2382.0,2,1962,0,1,0,1,5.14,791285.0
3,3.0,2182,4560.0,1,1962,1,1,0,0,7.26,695887.0
4,4.0,2573,2516.0,2,1922,1,0,0,1,4.03,801033.0
3,3.5,2736,8878.0,1,2022,0,0,1,1,4.15,840472.0
2,2.0,1832,4526.0,3,1994,1,0,0,1,11.38,608961.0
3,3.0,2301,4123.0,3,1925,1,0,0,1,5.61,703821.0
3,3.0,1617,4073.0,2,1997,1,0,0,1,11.76,574757.0
3,3.0,1925,3372.0,1,2020,0,1,1,1,3.7,688815.0
3,3.0,1942,5370.0,1,1977,0,1,0,0,16.55,456982.0
5,5.0,3182,4960.0,2,2000,1,0,0,1,10.43,960148.0
4,5.0,3812,2460.0,1,2019,1,0,1,0,16.06,1021909.0
4,4.0,2584,2146.0,1,2000,1,1,0,1,9.96,823765.0
5,5.0,3821,2279.0,2,1976,1,0,0,1,3.28,1124531.0
5,5.0,3610,3773.0,2,1944,0,0,0,0,14.78,847227.0
4,4.5,3094,3506.0,2,1979,1,1,0,0,17.81,800338.0
4,4.5,2610,2009.0,2,1950,1,0,0,0,6.45,846707.0
4,4.0,3303,2750.0,2,1981,1,1,0,1,3.31,932400.0
3,3.0,2455,1538.0,2,2013,0,0,0,1,5.57,683449.0
3,3.0,2033,2407.0,2,1970,1,1,0,1,2.14,666632.0
3,4.0,2483,4788.0,2,1906,1,0,0,0,16.82,771018.0
4,4.5,3692,5829.0,1,1981,1,1,1,1,12.04,1026879.0
2,2.0,1879,3448.0,2,1952,1,1,0,1,3.58,606996.0
5,5.0,4205,5170.0,1,1995,1,0,0,0,10.57,1139696.0
3,3.5,1590,3672.0,2,1957,1,1,0,1,3.54,635924.0
4,4.0,2907,1946.0,2,1945,1,1,0,0,24.82,694396.0
3,3.0,2636,2783.0,2,1956,1,1,1,0,13.76,715865.0
5,5.0,3561,2597.0,2,1976,0,0,1,1,0.93,973913.0
1,1.0,934,3395.0,1,1914,1,1,0,1,6.08,416291.0
4,4.0,3362,1812.0,1,2021,0,1,1,0,9.0,848269.0
3,3.5,2102,3101.0,1,1983,1,1,0,1,2.6,703657.0
4,4.0,2532,3268.0,2,1939,1,1,0,0,11.95,673976.0
3,3.0,2509,2104.0,2,2019,1,0,1,1,11.53,711983.0
5,5.0,3919,3919.0,2,2007,0,0,1,1,7.02,1007604.0
4,4.0,3511,2462.0,1,1944,0,1,0,1,1.26,1021011.0
2,3.0,1447,4527.0,2,1991,1,0,0,1,10.48,511513.0
4,4.0,2970,2889.0,1,1946,1,0,0,0,12.83,752047.0
3,3.0,2341,1902.0,2,1926,1,0,0,1,2.46,686356.0
3,3.0,1791,2543.0,2,1980,0,0,0,0,9.35,444403.0
