age,gender,frequent_flyer,flight_distance,departure_delay,arrival_delay,seat_comfort,in_flight_entertainment,food_service,onboard_service,baggage_handling,checkin_ease,wifi_connectivity,satisfaction
26,Male,No,565.0,18.0,14.0,5,5,1,5,5,3,2,4
35,Female,No,3056.0,11.0,1.0,5,4,3,5,4,4,3,4
25,Female,Yes,2024.0,18.0,12.0,4,4,4,4,1,3,2,2
26,Female,No,2861.0,2.0,12.0,2,2,3,3,1,3,1,1
40,Female,No,299.0,9.0,3.0,3,3,5,3,4,3,2,5
37,Female,No,475.0,5.0,44.0,2,2,4,3,4,4,5,1
42,Female,No,2738.0,1.0,9.0,5,5,2,5,2,3,1,4
37,Female,No,568.0,2.0,26.0,3,4,4,3,3,4,1,2
38,Female,Yes,821.0,9.0,16.0,4,3,4,3,4,4,1,3
29,Female,No,2336.0,6.0,3.0,4,2,4,2,3,3,4,3
35,Male,Yes,2607.0,5.0,13.0,1,1,3,1,4,1,3,1
20,Male,Yes,472.0,4.0,8.0,3,3,2,3,4,3,1,3
32,Male,No,167.0,17.0,22.0,2,3,3,4,2,2,3,2
24,Female,Yes,456.0,23.0,1.0,5,5,5,4,3,5,1,5
27,Female,No,3059.0,4.0,7.0,3,3,3,2,3,3,2,2
27,Male,Yes,176.0,1.0,3.0,2,1,4,2,2,3,4,1
22,Female,No,403.0,4.0,0.0,3,4,3,1,2,4,1,1
41,Female,No,609.0,3.0,5.0,3,2,4,1,5,4,2,4
30,Female,No,328.0,17.0,4.0,3,3,3,3,5,5,3,3
58,Male,No,718.0,8.0,0.0,4,4,4,5,5,3,3,5
32,Male,Yes,304.0,1.0,6.0,3,5,1,4,3,4,4,3
20,Female,Yes,258.0,15.0,1.0,3,1,2,3,4,4,1,2
56,Female,Yes,2504.0,30.0,14.0,4,4,4,4,3,4,4,2
30,Male,No,3663.0,4.0,4.0,2,2,5,2,5,3,3,2
33,Female,No,357.0,1.0,4.0,3,2,2,3,5,4,1,1
33,Female,Yes,329.0,2.0,26.0,5,3,1,3,5,2,2,2
34,Female,No,560.0,17.0,1.0,2,5,3,4,1,4,3,3
43,Male,No,589.0,2.0,24.0,2,3,4,3,4,3,3,2
22,Female,No,3163.0,16.0,1.0,3,2,3,4,4,5,4,5
19,Female,No,609.0,11.0,1.0,2,3,3,3,4,5,2,3
35,Male,No,576.0,11.0,2.0,2,2,1,4,3,4,1,1
52,Male,No,2061.0,15.0,3.0,5,3,5,1,4,2,1,1
36,Female,Yes,254.0,2.0,3.0,3,3,3,2,3,3,2,2
39,Female,No,586.0,2.0,31.0,5,4,4,4,3,3,3,5
42,Female,No,2721.0,37.0,3.0,3,3,4,1,5,5,1,1
20,Male,No,484.0,24.0,1.0,4,5,3,4,4,3,4,4
46,Male,No,2670.0,11.0,2.0,2,5,4,5,3,5,1,3
32,Female,No,586.0,7.0,26.0,2,1,5,1,4,3,2,1
36,Male,No,2961.0,16.0,18.0,2,1,4,1,5,3,3,1
40,Female,No,2855.0,37.0,4.0,3,3,5,1,4,4,1,2
38,Female,No,627.0,23.0,1.0,4,4,4,5,4,5,3,4
43,Male,No,2094.0,1.0,9.0,5,3,3,3,4,4,2,3
29,Male,Yes,649.0,3.0,3.0,5,5,2,3,3,5,3,5
57,Female,No,415.0,26.0,14.0,3,3,3,4,4,3,4,2
20,Male,No,2450.0,4.0,19.0,3,3,3,2,5,3,3,2
31,Female,No,459.0,3.0,43.0,2,3,4,3,2,2,2,1
23,Male,Yes,2335.0,17.0,2.0,5,5,4,3,4,3,2,3
52,Male,No,296.0,18.0,23.0,3,4,3,5,4,4,2,3
42,Male,Yes,2794.0,17.0,5.0,3,3,3,3,5,2,3,3
26,Male,No,555.0,27.0,4.0,4,4,4,2,5,4,4,3
34,Male,Yes,2085.0,5.0,11.0,4,4,2,3,4,3,2,4
39,Female,No,309.0,2.0,19.0,5,5,4,5,3,5,2,3
51,Male,No,540.0,14.0,0.0,1,1,3,2,3,3,2,1
44,Female,No,523.0,1.0,11.0,3,2,4,2,3,4,4,1
63,Male,No,172.0,47.0,18.0,2,4,3,2,3,4,4,1
30,Male,Yes,499.0,6.0,55.0,4,5,4,5,2,3,4,3
57,Female,No,753.0,12.0,6.0,4,3,3,5,3,3,1,4
39,Male,No,536.0,7.0,12.0,3,3,3,4,3,3,1,1
35,Male,Yes,370.0,3.0,3.0,3,2,1,2,3,5,2,3
28,Male,Yes,2470.0,15.0,2.0,3,2,3,3,4,3,3,2
37,Male,Yes,545.0,11.0,9.0,5,4,3,4,4,5,2,5
29,Female,No,581.0,10.0,3.0,3,3,2,2,4,4,1,2
41,Female,No,2458.0,1.0,5.0,4,5,5,3,2,4,4,5
54,Female,No,218.0,22.0,10.0,2,3,3,3,5,2,4,3
46,Female,Yes,2790.0,5.0,1.0,4,2,2,3,3,2,4,2
26,Female,Yes,689.0,7.0,7.0,4,4,4,4,4,2,4,5
43,Female,Yes,2021.0,11.0,14.0,3,5,4,3,4,4,2,3
43,Female,Yes,2852.0,3.0,1.0,1,3,2,1,3,3,1,1
37,Male,Yes,2361.0,6.0,6.0,3,3,4,1,3,1,4,1
31,Male,Yes,3457.0,2.0,23.0,2,2,2,3,5,2,1,2
27,Male,Yes,522.0,1.0,1.0,3,3,5,4,4,3,3,4
29,Female,No,2550.0,4.0,3.0,2,3,3,3,2,3,2,1
29,Female,No,248.0,11.0,0.0,4,3,3,4,4,4,4,3
27,Female,Yes,406.0,2.0,0.0,4,5,2,4,3,3,5,4
42,Male,No,563.0,33.0,2.0,2,2,3,2,4,4,2,2
31,Female,No,567.0,1.0,10.0,5,5,3,5,4,4,1,4
44,Female,No,1797.0,15.0,7.0,4,4,4,4,2,4,3,3
22,Female,No,320.0,4.0,20.0,4,3,4,3,4,2,2,1
33,Female,Yes,447.0,2.0,20.0,3,1,2,1,4,1,3,2
30,Male,Yes,3285.0,28.0,34.0,5,4,5,5,3,1,3,3
40,Female,Yes,1976.0,15.0,14.0,4,1,4,2,3,4,2,1
36,Female,No,2644.0,10.0,1.0,4,4,3,3,4,3,3,3
29,Female,No,558.0,5.0,33.0,5,5,5,5,3,3,1,4
30,Male,No,718.0,22.0,13.0,4,2,2,3,4,5,1,2
54,Female,No,345.0,22.0,4.0,3,1,2,2,3,1,2,1
41,Female,Yes,545.0,8.0,8.0,1,2,2,2,3,3,1,1
44,Female,No,512.0,11.0,0.0,3,3,4,3,3,4,3,3
33,Female,Yes,692.0,4.0,2.0,4,4,4,4,5,1,1,5
32,Male,No,495.0,1.0,8.0,3,2,4,2,4,3,3,1
43,Female,Yes,694.0,0.0,7.0,2,2,3,4,4,3,3,3
55,Male,No,2187.0,5.0,10.0,5,5,4,3,3,2,3,5
33,Female,Yes,2794.0,11.0,22.0,2,4,3,4,5,3,3,4
38,Male,Yes,2595.0,17.0,0.0,5,5,3,5,5,4,4,5
34,Female,Yes,403.0,16.0,11.0,1,1,4,1,3,3,5,1
45,Female,Yes,524.0,6.0,2.0,3,4,4,2,4,4,1,3
37,Female,No,269.0,64.0,5.0,1,1,1,1,4,3,1,1
31,Male,No,608.0,3.0,12.0,5,5,4,5,3,3,1,4
32,Male,Yes,1968.0,8.0,0.0,3,4,3,5,4,4,2,3
19,Male,No,691.0,12.0,18.0,2,3,5,5,3,4,1,2
31,Female,No,678.0,2.0,3.0,5,1,4,4,5,3,1,5
21,Female,Yes,383.0,18.0,1.0,5,4,4,5,2,4,4,4
33,Male,No,200.0,6.0,1.0,1,1,2,1,3,4,1,1
30,Male,Yes,489.0,2.0,2.0,1,1,4,2,5,3,1,1
20,Female,No,814.0,23.0,5.0,3,2,5,3,2,3,2,3
51,Female,No,290.0,0.0,1.0,4,4,1,2,3,3,3,3
54,Male,No,2634.0,0.0,8.0,2,2,5,1,5,5,4,1
45,Male,Yes,512.0,2.0,8.0,3,3,3,2,3,4,3,4
32,Male,No,692.0,18.0,19.0,3,2,3,4,3,5,1,1
29,Male,Yes,2917.0,6.0,3.0,4,3,4,3,4,5,4,4
47,Female,Yes,342.0,13.0,9.0,3,1,4,4,5,2,4,3
26,Female,Yes,293.0,8.0,39.0,2,5,5,3,5,3,1,1
47,Female,No,270.0,28.0,10.0,5,5,4,4,3,2,4,5
19,Female,No,456.0,16.0,22.0,4,4,3,5,3,3,3,4
38,Female,No,2861.0,3.0,18.0,1,1,3,1,3,4,3,1
39,Female,No,438.0,9.0,5.0,3,3,4,2,5,2,1,3
29,Female,No,2467.0,7.0,27.0,5,4,4,5,3,5,1,4
38,Female,No,1525.0,5.0,0.0,4,4,4,3,3,2,3,2
32,Male,Yes,2775.0,9.0,13.0,2,4,4,3,4,5,1,3
47,Female,No,2822.0,1.0,2.0,1,2,2,2,4,3,2,1
34,Female,No,436.0,8.0,8.0,1,2,5,3,3,4,4,1
43,Female,No,251.0,4.0,7.0,4,3,1,2,5,3,5,3
35,Male,No,666.0,8.0,1.0,1,3,3,1,5,5,1,1
23,Female,No,379.0,4.0,5.0,2,3,3,2,5,5,3,3
23,Female,No,462.0,0.0,20.0,5,5,2,5,4,4,4,4
36,Female,Yes,314.0,10.0,7.0,5,4,2,4,5,3,4,5
29,Male,Yes,497.0,7.0,11.0,5,5,2,5,4,5,4,5
33,Male,No,432.0,18.0,4.0,4,3,1,3,4,2,1,2
25,Male,Yes,468.0,3.0,107.0,2,1,4,3,2,4,3,1
41,Female,No,2501.0,5.0,11.0,1,1,4,3,2,4,4,2
21,Female,Yes,517.0,2.0,4.0,2,3,3,5,4,4,1,2
43,Female,Yes,609.0,25.0,32.0,3,4,2,2,5,3,1,1
25,Female,Yes,388.0,2.0,1.0,3,4,5,5,4,4,3,4
37,Female,No,2553.0,5.0,27.0,1,3,4,2,5,5,3,1
35,Male,No,394.0,2.0,5.0,3,1,5,2,5,1,1,2
25,Female,No,593.0,2.0,13.0,2,3,4,2,3,4,3,1
35,Female,Yes,2514.0,2.0,0.0,3,4,1,4,3,5,5,5
33,Male,No,348.0,0.0,39.0,4,5,2,5,3,4,4,4
33,Male,Yes,476.0,4.0,21.0,3,4,4,2,2,3,1,2
30,Female,Yes,241.0,11.0,7.0,3,4,1,3,4,3,1,2
27,Male,No,2863.0,6.0,2.0,5,5,3,5,4,4,4,4
44,Male,No,2177.0,10.0,17.0,3,4,2,4,3,1,3,1
41,Male,No,2720.0,7.0,27.0,2,1,4,2,2,4,4,1
28,Female,Yes,2831.0,10.0,0.0,5,4,3,5,4,2,1,5
27,Male,No,2429.0,18.0,9.0,3,2,3,1,3,4,3,1
65,Female,Yes,775.0,1.0,2.0,3,3,4,3,4,5,5,5
30,Female,No,233.0,7.0,5.0,3,3,4,2,4,2,2,1
38,Male,Yes,419.0,9.0,6.0,4,3,3,4,4,5,1,5
38,Female,No,2326.0,8.0,0.0,2,4,5,4,5,4,3,5
36,Female,No,2916.0,2.0,4.0,4,4,2,4,2,4,3,4
32,Male,No,584.0,9.0,11.0,2,3,1,2,3,4,2,2
42,Female,Yes,427.0,5.0,3.0,4,1,3,3,3,3,4,2
31,Male,No,2557.0,9.0,1.0,5,4,3,2,4,4,3,5
31,Male,No,2119.0,6.0,18.0,3,1,3,1,4,3,3,1
25,Male,No,352.0,1.0,4.0,2,5,5,4,5,3,1,4
36,Female,No,415.0,0.0,7.0,2,2,2,3,3,5,4,2
28,Male,No,450.0,2.0,9.0,5,3,3,2,4,1,4,3
42,Female,Yes,797.0,28.0,8.0,4,4,4,2,3,3,4,4
43,Female,Yes,330.0,6.0,3.0,4,3,4,4,4,5,1,3
32,Male,No,2202.0,6.0,2.0,4,3,2,2,3,2,5,1
45,Female,Yes,464.0,6.0,0.0,2,3,4,1,3,3,2,2
36,Male,No,2380.0,1.0,29.0,4,4,2,5,2,4,4,4
24,Female,No,347.0,7.0,11.0,4,4,3,2,4,5,3,3
24,Female,No,2771.0,2.0,0.0,2,1,2,2,4,3,1,1
50,Female,Yes,2536.0,2.0,20.0,3,3,3,3,2,4,4,3
50,Female,Yes,3136.0,2.0,7.0,4,2,1,5,5,5,2,5
28,Female,Yes,2484.0,12.0,18.0,2,3,5,3,4,5,1,1
24,Female,No,391.0,44.0,15.0,3,3,4,3,3,5,4,2
23,Male,No,2169.0,2.0,2.0,2,1,3,1,3,4,2,1
42,Male,No,2579.0,10.0,9.0,3,1,2,2,5,3,3,1
41,Male,Yes,495.0,28.0,1.0,4,4,1,3,2,2,2,1
43,Female,Yes,2320.0,19.0,4.0,1,1,5,1,4,5,3,2
21,Male,Yes,398.0,0.0,1.0,4,1,2,1,3,4,1,1
32,Female,No,486.0,10.0,27.0,3,2,4,4,5,3,2,2
63,Female,Yes,638.0,4.0,3.0,4,4,4,4,4,3,3,4
30,Male,No,760.0,22.0,2.0,2,1,2,1,5,2,4,1
35,Male,No,732.0,0.0,5.0,2,3,3,2,5,3,3,1
38,Female,No,2831.0,28.0,6.0,2,2,3,3,3,3,3,2
48,Male,Yes,772.0,30.0,6.0,3,4,3,3,3,4,3,1
45,Female,No,436.0,14.0,3.0,3,4,4,2,3,3,2,2
36,Male,Yes,500.0,1.0,9.0,4,3,2,2,2,4,4,4
21,Female,Yes,2946.0,3.0,6.0,5,5,3,4,3,4,4,5
22,Female,No,286.0,0.0,34.0,2,1,3,1,4,1,3,1
44,Male,No,2521.0,9.0,26.0,4,2,3,1,1,2,2,1
21,Female,No,2424.0,0.0,23.0,2,4,5,3,4,3,3,1
38,Female,Yes,675.0,13.0,6.0,3,4,3,3,5,4,4,4
32,Female,No,2339.0,29.0,1.0,5,5,4,3,3,5,3,4
51,Female,Yes,2900.0,10.0,2.0,4,3,2,4,3,3,4,5
39,Male,Yes,572.0,1.0,75.0,1,3,4,1,4,3,3,1
27,Female,No,388.0,9.0,8.0,4,3,2,3,5,4,2,2
50,Female,No,766.0,38.0,19.0,3,2,4,4,1,4,4,1
43,Male,No,535.0,7.0,40.0,1,3,2,2,5,4,1,1
28,Male,No,2205.0,6.0,1.0,5,4,4,4,3,3,5,4
32,Female,No,412.0,23.0,11.0,4,5,2,2,3,4,1,1
41,Female,Yes,635.0,13.0,1.0,4,3,4,3,3,2,3,2
26,Female,Yes,428.0,4.0,14.0,2,5,3,5,2,2,1,3
45,Male,No,2680.0,5.0,2.0,3,3,3,1,5,3,2,3
31,Male,No,3141.0,12.0,8.0,5,4,2,4,3,1,1,5
36,Male,No,3415.0,5.0,14.0,4,5,3,4,5,3,3,2
49,Male,No,650.0,6.0,9.0,3,3,3,4,5,4,4,2
21,Female,Yes,698.0,17.0,20.0,5,5,2,3,4,3,5,5
32,Male,Yes,234.0,1.0,4.0,3,3,2,2,4,5,3,4
28,Female,No,430.0,18.0,27.0,3,2,3,2,3,3,1,1
30,Male,No,2047.0,7.0,0.0,4,5,3,3,4,3,3,4
28,Female,No,3156.0,10.0,1.0,4,2,4,4,4,4,2,4
26,Female,Yes,2137.0,17.0,27.0,3,4,4,2,3,3,4,1
38,Male,Yes,414.0,0.0,12.0,5,3,3,4,1,4,5,4
28,Male,No,557.0,3.0,17.0,4,4,2,5,2,2,1,3
32,Male,Yes,2379.0,8.0,26.0,5,4,2,5,4,3,1,1
25,Male,No,2058.0,1.0,8.0,2,1,2,2,4,4,1,1
35,Female,Yes,520.0,5.0,18.0,3,1,4,2,3,4,4,3
42,Male,Yes,518.0,3.0,8.0,4,2,1,1,2,2,5,1
45,Female,No,2077.0,5.0,0.0,2,2,4,2,4,4,1,1
25,Male,No,3038.0,3.0,11.0,2,1,4,3,2,5,3,2
44,Male,No,557.0,39.0,35.0,5,4,3,5,5,4,2,4
32,Male,No,2634.0,27.0,7.0,1,3,4,2,4,4,3,1
22,Male,No,2700.0,25.0,2.0,1,2,3,1,4,5,1,1
47,Female,Yes,432.0,18.0,1.0,5,5,1,5,3,5,2,4
43,Female,Yes,2434.0,4.0,5.0,4,3,1,4,1,2,3,3
26,Female,No,2746.0,6.0,24.0,1,3,3,1,4,2,1,1
29,Male,No,2343.0,8.0,8.0,1,2,4,3,3,5,1,1
40,Male,Yes,602.0,6.0,4.0,1,1,1,2,1,4,4,1
25,Male,Yes,329.0,3.0,4.0,1,4,3,2,5,4,2,3
31,Female,No,2657.0,4.0,8.0,3,5,4,3,4,1,1,1
26,Male,No,2131.0,1.0,5.0,3,4,3,2,3,4,2,2
34,Male,Yes,626.0,0.0,11.0,3,3,1,2,3,3,3,1
44,Female,No,670.0,7.0,20.0,1,2,3,4,4,3,1,1
23,Female,No,406.0,32.0,7.0,3,2,3,1,4,4,1,1
39,Female,No,2830.0,34.0,10.0,3,4,2,3,4,5,2,2
58,Male,No,709.0,2.0,27.0,3,1,2,4,4,4,1,1
22,Male,No,645.0,11.0,28.0,4,2,4,2,2,4,3,1
28,Male,Yes,538.0,6.0,8.0,2,4,4,4,5,3,1,2
48,Female,Yes,736.0,1.0,21.0,4,2,3,2,3,3,2,2
34,Female,No,447.0,3.0,3.0,4,3,5,3,4,5,4,3
28,Female,No,2960.0,11.0,37.0,2,3,4,1,4,2,3,1
41,Female,No,491.0,35.0,16.0,5,3,3,4,1,3,4,2
36,Female,No,2263.0,4.0,4.0,3,3,4,2,4,2,5,3
51,Female,No,261.0,17.0,4.0,4,5,3,3,5,4,2,3
50,Male,No,610.0,10.0,0.0,3,2,3,5,3,2,1,3
26,Female,No,2448.0,14.0,4.0,1,1,4,4,3,3,1,1
31,Female,No,2705.0,13.0,19.0,4,3,4,5,5,3,5,3
48,Female,No,712.0,12.0,13.0,1,2,2,1,2,4,4,1
27,Female,No,187.0,2.0,6.0,5,3,5,4,3,3,3,5
40,Male,Yes,433.0,3.0,11.0,3,3,5,4,2,4,1,3
26,Female,No,2618.0,9.0,16.0,3,5,4,3,5,3,2,3
47,Female,No,308.0,1.0,2.0,3,4,4,4,4,4,1,3
56,Female,No,333.0,0.0,0.0,2,5,4,2,5,3,2,4
23,Female,Yes,591.0,6.0,4.0,5,5,3,5,3,5,1,5
20,Male,Yes,1771.0,32.0,34.0,5,5,4,5,4,5,1,5
31,Female,No,597.0,3.0,1.0,1,1,2,1,5,5,1,1
36,Female,No,461.0,5.0,26.0,1,1,5,1,4,4,5,1
27,Male,No,425.0,3.0,1.0,1,1,1,2,1,4,3,2
47,Female,No,2164.0,1.0,1.0,4,3,4,3,2,5,4,5
37,Male,No,3714.0,25.0,8.0,5,3,4,5,3,3,5,5
36,Male,Yes,449.0,9.0,2.0,4,4,3,5,4,1,2,5
27,Male,No,336.0,2.0,0.0,4,4,3,5,5,4,4,5
20,Female,Yes,2499.0,7.0,11.0,2,4,3,3,2,5,3,3
32,Male,No,459.0,3.0,2.0,3,5,3,2,5,4,1,4
45,Male,Yes,423.0,4.0,1.0,5,5,2,4,1,5,1,4
28,Male,No,2205.0,2.0,1.0,3,2,4,4,3,4,2,4
35,Female,Yes,574.0,10.0,1.0,3,5,4,5,1,5,5,5
35,Female,No,3351.0,6.0,12.0,3,5,4,5,4,2,5,3
47,Male,No,562.0,1.0,34.0,2,2,4,3,5,3,2,1
23,Female,No,1365.0,19.0,0.0,2,2,2,1,5,3,1,1
35,Female,Yes,586.0,2.0,21.0,3,4,4,5,3,2,3,3
47,Female,Yes,151.0,7.0,5.0,4,3,1,3,5,3,2,3
35,Male,Yes,378.0,2.0,0.0,3,1,5,5,5,3,1,2
32,Male,Yes,465.0,9.0,56.0,3,4,4,3,3,5,4,2
36,Female,Yes,306.0,4.0,12.0,3,1,1,3,4,2,4,1
41,Male,No,564.0,61.0,11.0,5,5,4,4,3,3,2,4
22,Male,No,522.0,10.0,3.0,4,5,1,5,4,4,2,3
46,Male,No,567.0,17.0,14.0,4,4,5,3,5,5,4,5
48,Male,No,370.0,19.0,2.0,4,4,3,3,5,3,1,5
52,Female,No,2490.0,2.0,5.0,2,2,3,3,4,5,3,4
44,Male,No,366.0,8.0,4.0,1,2,4,3,4,4,4,2
47,Female,Yes,301.0,6.0,17.0,1,2,4,1,5,3,3,1
39,Female,Yes,2560.0,6.0,46.0,4,1,4,2,3,5,1,1
50,Male,Yes,519.0,2.0,5.0,4,5,4,4,3,4,3,5
21,Female,No,604.0,44.0,24.0,4,4,2,2,4,3,2,2
20,Female,No,641.0,10.0,2.0,5,4,2,5,4,5,1,4
41,Female,Yes,437.0,3.0,16.0,4,4,3,5,3,3,1,3
25,Female,Yes,551.0,1.0,24.0,1,3,4,1,3,3,2,1
38,Male,Yes,2514.0,1.0,2.0,3,3,3,3,3,4,4,3
41,Male,No,474.0,16.0,7.0,5,4,4,4,3,1,3,3
26,Male,No,412.0,14.0,5.0,3,3,5,2,5,4,3,3
34,Male,Yes,549.0,17.0,2.0,5,3,3,3,3,3,3,3
30,Female,No,500.0,24.0,16.0,2,5,2,4,4,4,5,2
39,Female,No,533.0,1.0,15.0,4,5,1,4,5,3,1,4
28,Female,No,2040.0,5.0,2.0,3,3,2,2,3,4,1,2
36,Female,No,2236.0,2.0,3.0,2,1,4,1,3,3,3,2
31,Female,No,809.0,2.0,10.0,5,3,3,5,4,2,3,4
33,Female,Yes,2665.0,0.0,13.0,4,3,3,4,5,4,4,4
42,Male,No,789.0,6.0,14.0,3,1,3,3,3,4,5,1
48,Female,Yes,2235.0,0.0,7.0,5,4,3,5,5,4,4,5
63,Male,Yes,355.0,2.0,1.0,3,2,5,2,4,5,3,5
29,Male,No,526.0,8.0,5.0,5,3,3,4,5,4,3,4
35,Female,No,456.0,14.0,14.0,3,2,2,1,4,2,1,1
38,Female,No,151.0,7.0,9.0,4,5,2,2,5,4,2,4
52,Female,Yes,2301.0,4.0,12.0,3,5,3,2,3,4,4,3
22,Female,Yes,638.0,2.0,5.0,3,4,2,5,5,4,3,5
33,Female,Yes,3024.0,10.0,39.0,4,3,3,2,4,3,2,2
34,Female,No,671.0,5.0,5.0,5,2,4,4,3,4,1,3
25,Male,No,442.0,4.0,13.0,3,3,4,3,5,4,3,3
36,Female,No,2623.0,6.0,20.0,3,2,5,3,4,2,4,2
40,Male,No,588.0,2.0,5.0,2,3,5,3,2,2,2,2
21,Female,Yes,2367.0,20.0,7.0,2,3,3,4,2,4,3,2
41,Female,No,2307.0,11.0,2.0,3,2,4,3,4,1,3,2
28,Female,No,2005.0,2.0,1.0,4,4,2,3,4,4,3,5
27,Female,No,1914.0,18.0,5.0,5,3,4,5,5,4,2,5
57,Female,Yes,2173.0,26.0,2.0,4,4,4,3,4,2,2,3
29,Male,No,246.0,2.0,2.0,5,5,1,4,3,4,3,4
40,Female,Yes,2747.0,11.0,3.0,3,4,5,5,3,4,1,3
23,Male,No,2382.0,1.0,0.0,5,4,2,3,4,5,4,4
37,Male,Yes,299.0,5.0,3.0,3,1,3,1,3,3,4,2
31,Female,Yes,2124.0,3.0,2.0,3,1,4,4,4,5,1,2
22,Male,No,646.0,3.0,10.0,1,2,3,1,3,4,4,1
28,Female,Yes,2040.0,40.0,12.0,4,3,4,2,4,1,2,3
24,Female,No,2551.0,8.0,0.0,3,4,4,3,3,5,3,3
45,Female,Yes,2376.0,12.0,18.0,2,4,1,2,4,4,3,2
35,Male,No,2067.0,1.0,9.0,4,4,4,3,4,4,3,4
28,Male,No,2705.0,4.0,19.0,2,2,3,2,4,2,4,1
20,Male,No,319.0,2.0,9.0,2,3,3,1,4,2,3,1
37,Female,No,598.0,1.0,4.0,2,3,4,2,2,3,3,2
28,Female,Yes,628.0,2.0,5.0,2,4,2,5,4,3,3,3
31,Male,No,2886.0,31.0,3.0,2,4,4,4,4,4,3,4
62,Female,Yes,300.0,8.0,18.0,3,5,1,2,3,3,3,2
38,Female,No,488.0,3.0,1.0,1,2,3,1,4,4,1,1
44,Female,Yes,570.0,1.0,35.0,5,4,4,5,5,4,4,4
42,Female,Yes,2563.0,10.0,10.0,4,1,2,4,2,5,2,1
54,Female,No,2603.0,3.0,8.0,1,1,3,1,1,4,3,1
42,Male,No,2594.0,8.0,41.0,1,3,3,4,3,3,1,1
23,Female,No,2556.0,1.0,12.0,2,2,4,2,4,4,4,2
67,Male,Yes,2661.0,15.0,3.0,4,3,4,5,3,3,2,4
35,Female,No,508.0,5.0,0.0,3,3,3,1,5,4,4,3
38,Female,Yes,2198.0,4.0,15.0,5,5,4,5,5,2,1,5
30,Male,Yes,363.0,2.0,16.0,5,4,3,5,5,3,2,5
32,Male,No,474.0,14.0,4.0,3,1,4,2,2,3,3,1
43,Female,No,2477.0,2.0,5.0,3,4,2,4,3,4,2,2
52,Male,No,2475.0,12.0,28.0,1,2,3,2,4,4,1,1
48,Male,No,1409.0,8.0,17.0,2,2,3,2,2,4,1,1
45,Female,No,1597.0,3.0,7.0,5,5,3,5,4,2,2,4
39,Male,Yes,537.0,27.0,7.0,2,4,5,3,2,4,4,1
43,Male,Yes,2850.0,35.0,20.0,2,1,3,3,3,1,3,1
25,Female,No,364.0,14.0,13.0,3,4,1,2,4,4,2,1
40,Female,No,2454.0,39.0,16.0,3,1,3,4,3,3,3,1
33,Female,Yes,578.0,7.0,26.0,2,1,4,2,2,1,1,2
40,Male,No,2666.0,4.0,6.0,1,1,2,1,1,4,3,1
32,Female,No,2394.0,6.0,16.0,4,3,4,3,5,3,1,4
54,Male,Yes,354.0,30.0,20.0,4,3,3,4,3,5,1,3
49,Female,Yes,277.0,14.0,3.0,4,4,3,5,3,4,1,5
26,Female,No,760.0,13.0,11.0,5,4,2,5,5,2,4,4
37,Female,No,2570.0,8.0,2.0,4,5,4,3,4,2,2,4
66,Male,Yes,260.0,0.0,25.0,3,5,3,5,1,2,4,3
42,Male,No,2594.0,43.0,2.0,2,3,3,3,5,4,1,1
31,Male,Yes,490.0,8.0,0.0,2,1,1,1,5,2,4,1
34,Male,Yes,598.0,8.0,5.0,2,1,4,3,4,2,1,2
30,Female,No,433.0,3.0,4.0,5,4,4,5,2,3,3,5
22,Female,No,506.0,33.0,1.0,4,3,4,2,1,5,1,2
50,Male,No,1958.0,18.0,20.0,3,2,4,2,4,4,3,2
33,Female,No,235.0,1.0,1.0,1,2,4,5,4,3,4,4
51,Female,No,3028.0,36.0,33.0,4,4,4,4,3,3,1,1
43,Male,No,617.0,6.0,6.0,4,3,3,2,1,1,3,1
28,Female,Yes,2169.0,15.0,4.0,5,3,5,3,4,5,2,4
23,Female,No,518.0,17.0,4.0,5,4,4,3,4,3,1,3
34,Male,No,198.0,6.0,3.0,2,1,3,1,4,2,3,2
42,Male,No,712.0,32.0,7.0,5,5,2,3,5,3,3,5
27,Female,Yes,2468.0,12.0,6.0,3,2,1,1,3,4,2,2
43,Female,No,437.0,14.0,16.0,5,5,4,5,3,2,2,4
39,Female,Yes,2464.0,3.0,3.0,1,1,4,3,4,1,3,1
35,Female,Yes,793.0,34.0,3.0,4,4,1,5,4,3,2,3
22,Female,No,531.0,9.0,6.0,2,5,1,5,4,4,3,2
30,Female,No,486.0,21.0,37.0,2,2,3,2,3,1,2,1
22,Female,No,448.0,4.0,12.0,4,1,3,2,4,5,4,1
47,Female,No,2366.0,42.0,1.0,3,3,4,2,3,3,1,1
20,Female,Yes,438.0,12.0,6.0,2,3,3,2,5,5,3,3
25,Female,No,2964.0,13.0,4.0,3,4,5,4,5,5,2,5
37,Female,No,325.0,10.0,5.0,2,1,2,2,3,3,3,1
34,Female,No,402.0,1.0,0.0,3,3,4,4,3,2,3,2
28,Male,No,2691.0,23.0,26.0,2,1,4,2,5,3,3,1
45,Male,No,266.0,2.0,5.0,1,3,2,3,3,4,2,1
34,Female,Yes,771.0,3.0,7.0,1,1,2,2,4,3,4,1
56,Male,No,155.0,1.0,1.0,4,4,4,4,3,5,2,4
30,Female,No,430.0,5.0,0.0,3,4,1,2,1,5,2,3
38,Male,No,588.0,5.0,4.0,5,2,2,2,4,1,1,2
41,Male,Yes,502.0,5.0,25.0,3,2,4,1,2,4,1,2
